Ethereum Address,Token Balance
0x8D0e971D7294F2B1603051ffD66037C60Ac1da2a,172456891975269000000
0xe8077Ba0e503A2860ddef5b2d48D8cd0C7c442D8,172331468766713000000
0x0079daaF696a60bCD1615b302D7A06259DbE6aE2,170607268962204000000
0x9028421A2969Fb49aF5A6e1fC85C24a712485246,168502049702460000000
0xA7ab1cD139E9D29A5c720484eFAA1fF6B7d8F518,150745831769949000000
0x08636899Eac14a3f482065c5818dB492b4B2A024,133327567116397000000
0x2a384176823AA4990889263C0F237B73ff671456,129197036773899000000
0x3AbB7fa06b64Ee2059fD53244242F0baA90FD0a6,123625734815758000000
0xAee32849a1e94CB4Fb22967C01C1EF7223e70de5,117091869937292000000
0xBE744F2A7C7315c293207B00094ce5C55AbCF263,105227423024234000000
0x22ba2662ccf6A0191675bed265A0F295669a0D1e,103852195749800000000
