Ethereum Address,Token Balance
0xd66a1F743B415dd034cC68EB444B6dd8cb6d6112,1173536082188040000000
0x32f41542D858a408B556e7944f411c357cCbDFc7,1150797997991070000000
0x79eCFD3564b822a3f7087a2b64FeeB47E1e934F3,1149478627851250000000
0x79a820058F63a48b11c879F47F64F69F849E9ad9,1120367473792930000000
0xc93025FD8A572F441B6b295a348d94f2ae8865B3,1100003228815030000000
0xCD08e42Df69b07f1333e6353a45ca4aAe74CF04D,1082014027262250000000
0x11906d931a5408B9FDb50036724Ef9f492165Fa4,1066538466276250000000
0xe33482C5CcDd80AEf7248c27D7AFBf08104b9e7a,1060148459809350000000
0x87c373ff701Ee0d8dBe624be49b73E6781758D62,1059375596207590000000
0x315563c3fD77FC9228Dfa01fc2537510B945bBd9,1052928909100190000000
0x5453D9f4C3298701dbE3D34CeB3a08FCdAEb6A89,1039999107980520000000
0x38411fD02b782209f3c9DC0528616E23b5d127Bc,1021436448844310000000
0xD84ae6c4DFB659a1C60AB9554bBD645096C05475,1010240008555460000000
0x87B80DE74CAF36eBDE33d48773C8be7C88C6a8eB,1004187349160810000000
0x9B0060427e271F8Fa67AB5a63e9b7fBfc3F16612,1000000000000000000000
0xAaC46C32E84da0a13629B4d59292B0b53a3eb695,1000000000000000000000
0x36A73feC16D444C88eD81B9120522EF938167a38,995229460086744000000
0x52377518651Cc790cA7A9b0297164CbBfead97Ab,967696267393664000000
0x2d47a67C1d03d5D0432905A7b0205D80Ba49136d,965094083768337000000
0xb97AB38384D10cEbC5Fc75015dd95c988BDFF2E2,961843103694193000000
0x0e8c6DF27a29dE2066e0CA6d7b6797A9f173D1D7,919669960599768000000
0x2CBfb216602a71fc7567455295E70FD5EecADb46,874256050817478000000
0xC581Ab5A0b6DFBD3Dfa32CC3bBC9388fC993B01e,871273320326212000000
0x61C012ADe118b8DcCDd77d5A3B266D33932911dC,869686810613540000000
0x120430efec00f6b1E210DdC3704861E97DEC5e20,848565748496826000000
0x0E1a5ab35029FaFEfF5eaf1BA07F77C9F4d2cD77,844130899876339000000
0x4f5F2b18D4442C5892b7CF7b8B7f260b45F63194,834514034841827000000
0x1D526a038C9b0ac9F0f1c58C827f3c698bb7227f,820731347094634000000
0xC26D6e04C22aa225cE9397E024C2dc4D6e9A0112,803698610177795000000
0xCE9124De9f5FD5144f0eaCF770620afd04c29238,795289307500029000000
0x5b8262E8E2c062C3F32b11769408Bf6d8d99d9B6,792673184844994000000
0xcb635C9818a6003fb946cDBf023B3c48325bD20B,792064603043813000000
0xaFF037b660590A3977D9Cf4A5A525EC0bc80c00A,789377784798884000000
0x6D88BeD4EC9a69521f3fd770D091B1967B31B512,784616538487634000000
0x413013FCEf82B09Bf92C7754276a575759f4bF9A,776053206725595000000
0xb3231FCEc39D2A63947D73BD422D34934C95623e,772393597631159000000
0x9c96AD4BAA06378097bfe0222f4fBff3D0Ed17B9,771243697430724000000
0x8E8442D3d273412700eD2eC02A4a00dC73a312b7,757091477194899000000
0x8225c87c38988c23d083F40A24f55d932bC5DcaD,756311355232653000000
0xCe6176038e31807880a68ae509be8B76c07Ab6e5,734671912540545000000
0xE375b161b4983c5590C32DC7AeDe3c757e7aa738,716700915224781000000
0x19fFf474Cc98d90D6E46cf1CD94A6A3044Ca7840,706070212651838000000
0x024c3B778B7Daae20304c5Cb4a5cb23A65482348,699139075724280000000
0xdF0649EE4f3d3C0d4C337A23ea9c6698E358eAEA,695065454109465000000
0x12D77174FcD1C0723db00Eb955cCa00C9a9cC86E,690112387236018000000
0x118Fb31C6075Ab68AEBE7c12a948597529bA38b7,682079854716574000000
0x9F99d7c49C9EC8e934279A490a55BDe8e526da9A,681445258639129000000
0x5352740855f91FA5E7E937153D900f680aADb5A0,672440386352883000000
